Sabit və dəyişkən faizi olan aktiv və öhdəliklərin təsnifatı,Unnamed: 1,Unnamed: 2,Unnamed: 3
a) təminatlı,0,0,0
b) təminatsız,0,0,0
"7.2 Qeyri-rezident banklar, cəmi",0,0,0
a) təminatlı,0,0,0
b) təminatsız,0,0,0
"8. Banklar istisna olmaqla, digər maliyyə institutlarının kreditləri, cəmi",316754.47,0,0
a) Rezident maliyyə institutlarından alınmış,316754.47,0,0
b) Qeyri-rezident maliyyə institutlarından alınmış,0,0,0
c) Beynəlxalq təşkilatlarından alınmış,0,0,0
9. Mərkəzi idarəetmə orqanlarının depozitləri və kreditləri,0,0,0
10. Bələdiyyələrin depozitləri və kreditləri,0,0,0
11. Bankın öz ehtiyacları üçün aldığı ipoteka kreditləri,0,0,0
12. Bank tərəfindən buraxılmış qiymətli kağızlar,59500,0,0
13. Digər passivlər,8500,0,278437.45999999996
14. Kapital,0,0,906526.0599999998
14. Cəmi öhdəliklər,3389999.3375,0,4338237.3100000005
